"ID","CBRD","SBRD","DBRD","BDAT","BRTHW","RPRO","GHDAT","Event","DIM","Date","Remark","Protocols","Technician",
      8685 ,H    ,H    ,H    ,08/06/21,    0 ,PREG    ,03/23/23,ARVKDD     ,   8 ,08/14/21,                ,                ,,
      8686 ,H    ,H    ,H    ,08/06/21,    0 ,PREG    ,03/23/23,ARVKDD     ,   8 ,08/14/21,                ,                ,,
      8687 ,H    ,H    ,H    ,08/06/21,    0 ,PREG    ,03/23/23,ARVKDD     ,   8 ,08/14/21,                ,                ,,
      8688 ,H    ,H    ,H    ,08/07/21,    0 ,PREG    ,03/30/23,ARVKDD     ,   7 ,08/14/21,                ,                ,,
      8689 ,H    ,H    ,H    ,08/07/21,    0 ,PREG    ,03/23/23,ARVKDD     ,   7 ,08/14/21,                ,                ,,
      8690 ,H    ,H    ,H    ,08/08/21,    0 ,PREG    ,05/04/23,ARVKDD     ,   6 ,08/14/21,                ,                ,,
      8691 ,J    ,H    ,J    ,08/08/21,    0 ,PREG    ,05/02/23,ARVKDD     ,   6 ,08/14/21,                ,                ,,
      8693 ,H    ,H    ,H    ,08/10/21,    0 , SLD/DIE,00000000 ,ARVKDD     ,   4 ,08/14/21,                ,                ,,
      8694 ,H    ,H    ,H    ,08/10/21,    0 ,PREG    ,03/23/23,ARVKDD     ,   4 ,08/14/21,                ,                ,,
      8695 ,H    ,H    ,H    ,08/10/21,    0 ,PREG    ,05/02/23,ARVKDD     ,   4 ,08/14/21,                ,                ,,
      8696 ,H    ,H    ,H    ,08/12/21,    0 ,PREG    ,04/06/23,ARVKDD     ,   2 ,08/14/21,                ,                ,,
      8697 ,H    ,H    ,H    ,08/13/21,    0 ,PREG    ,04/13/23,ARVKDD     ,   1 ,08/14/21,                ,                ,,
      8698 ,H    ,     ,-    ,08/13/21,    0 ,PREG    ,03/30/23,ARVKDD     ,   1 ,08/14/21,                ,                ,,
      8699 ,H    ,     ,-    ,08/13/21,    0 ,PREG    ,04/27/23,ARVKDD     ,   1 ,08/14/21,                ,                ,,
      8700 ,H    ,J    ,H    ,08/13/21,    0 ,PREG    ,04/13/23,ARVKDD     ,  11 ,08/24/21,                ,                ,,
      8701 ,H    ,H    ,H    ,08/13/21,    0 ,PREG    ,05/02/23,ARVKDD     ,  11 ,08/24/21,                ,                ,,
      8702 ,H    ,LM   ,H    ,08/13/21,    0 ,PREG    ,03/30/23,ARVKDD     ,  11 ,08/24/21,                ,                ,,
      8703 ,H    ,H    ,H    ,08/14/21,    0 ,PREG    ,04/27/23,ARVKDD     ,  10 ,08/24/21,                ,                ,,
      8704 ,H    ,H    ,H    ,08/14/21,    0 ,PREG    ,03/23/23,ARVKDD     ,  10 ,08/24/21,                ,                ,,
      8705 ,H    ,H    ,H    ,08/15/21,    0 ,PREG    ,03/23/23,ARVKDD     ,   9 ,08/24/21,                ,                ,,
      8706 ,H    ,H    ,H    ,08/15/21,    0 , SLD/DIE,00000000 ,ARVKDD     ,   9 ,08/24/21,                ,                ,,
      8707 ,H    ,H    ,H    ,08/16/21,    0 ,PREG    ,04/13/23,ARVKDD     ,   8 ,08/24/21,                ,                ,,
      8708 ,H    ,     ,-    ,08/16/21,    0 ,PREG    ,03/30/23,ARVKDD     ,   8 ,08/24/21,                ,                ,,
      8709 ,H    ,H    ,H    ,08/18/21,    0 ,PREG    ,04/06/23,ARVKDD     ,   6 ,08/24/21,                ,                ,,
      8711 ,H    ,H    ,H    ,08/19/21,    0 ,PREG    ,04/06/23,ARVKDD     ,   5 ,08/24/21,                ,                ,,
      8712 ,H    ,H    ,H    ,08/20/21,    0 ,PREG    ,03/30/23,ARVKDD     ,   4 ,08/24/21,                ,                ,,
      8713 ,H    ,H    ,H    ,08/20/21,    0 ,PREG    ,03/30/23,ARVKDD     ,   4 ,08/24/21,                ,                ,,
      8714 ,H    ,H    ,H    ,08/21/21,    0 ,PREG    ,03/30/23,ARVKDD     ,   3 ,08/24/21,                ,                ,,
      8715 ,H    ,H    ,H    ,08/21/21,    0 ,PREG    ,04/27/23,ARVKDD     ,   3 ,08/24/21,                ,                ,,
      8716 ,H    ,H    ,H    ,08/21/21,    0 ,PREG    ,03/30/23,ARVKDD     ,   3 ,08/24/21,                ,                ,,
      8717 ,H    ,H    ,H    ,08/21/21,    0 ,PREG    ,03/30/23,ARVKDD     ,   3 ,08/24/21,                ,                ,,
      8718 ,H    ,H    ,H    ,08/21/21,    0 ,PREG    ,03/30/23,ARVKDD     ,  12 ,09/02/21,                ,                ,,
      8719 ,H    ,H    ,H    ,08/22/21,    0 ,PREG    ,03/30/23,ARVKDD     ,  11 ,09/02/21,                ,                ,,
      8720 ,H    ,H    ,H    ,08/24/21,    0 , SLD/DIE,00000000 ,ARVKDD     ,   9 ,09/02/21,                ,                ,,
      8721 ,H    ,H    ,H    ,08/24/21,    0 ,PREG    ,03/02/23,ARVKDD     ,   9 ,09/02/21,                ,                ,,
      8723 ,HJ   ,J    ,H    ,08/25/21,    0 ,PREG    ,05/04/23,ARVKDD     ,   8 ,09/02/21,                ,                ,,
      8724 ,H    ,J    ,H    ,08/26/21,    0 ,PREG    ,04/06/23,ARVKDD     ,   7 ,09/02/21,                ,                ,,
      8725 ,H    ,H    ,H    ,08/26/21,    0 ,PREG    ,04/06/23,ARVKDD     ,   7 ,09/02/21,                ,                ,,
      8726 ,H    ,J    ,H    ,08/27/21,    0 ,PREG    ,03/30/23,ARVKDD     ,   6 ,09/02/21,                ,                ,,
      8727 ,H    ,J    ,H    ,08/27/21,    0 ,PREG    ,03/30/23,ARVKDD     ,   6 ,09/02/21,                ,                ,,
      8728 ,H    ,H    ,H    ,08/27/21,    0 ,PREG    ,05/04/23,ARVKDD     ,   6 ,09/02/21,                ,                ,,
      8729 ,H    ,H    ,H    ,08/28/21,    0 ,PREG    ,04/06/23,ARVKDD     ,   5 ,09/02/21,                ,                ,,
      8730 ,H    ,H    ,H    ,08/28/21,    0 ,PREG    ,04/27/23,ARVKDD     ,   5 ,09/02/21,                ,                ,,
      8731 ,H    ,H    ,H    ,08/29/21,    0 ,PREG    ,03/30/23,ARVKDD     ,   4 ,09/02/21,                ,                ,,
      8732 ,H    ,H    ,H    ,08/29/21,    0 ,PREG    ,05/02/23,ARVKDD     ,   4 ,09/02/21,                ,                ,,
      8733 ,H    ,J    ,H    ,08/30/21,    0 ,PREG    ,05/02/23,ARVKDD     ,   3 ,09/02/21,                ,                ,,
      8734 ,H    ,J    ,H    ,08/30/21,    0 , SLD/DIE,00000000 ,ARVKDD     ,   3 ,09/02/21,                ,                ,,
      8735 ,H    ,H    ,H    ,08/30/21,    0 ,PREG    ,03/30/23,ARVKDD     ,   3 ,09/02/21,                ,                ,,
      8735 ,H    ,H    ,H    ,08/30/21,    0 ,PREG    ,03/30/23,ARVKDD     ,  12 ,09/11/21,                ,                ,,
      8736 ,H    ,H    ,H    ,08/31/21,    0 ,PREG    ,04/06/23,ARVKDD     ,  11 ,09/11/21,                ,                ,,
      8737 ,H    ,H    ,H    ,08/31/21,    0 , SLD/DIE,00000000 ,ARVKDD     ,  11 ,09/11/21,                ,                ,,
      8738 ,H    ,J    ,H    ,08/31/21,    0 ,PREG    ,04/06/23,ARVKDD     ,  11 ,09/11/21,                ,                ,,
      8739 ,H    ,H    ,H    ,09/01/21,    0 ,PREG    ,04/27/23,ARVKDD     ,  10 ,09/11/21,                ,                ,,
      8740 ,H    ,J    ,H    ,09/01/21,    0 ,PREG    ,03/30/23,ARVKDD     ,  10 ,09/11/21,                ,                ,,
      8741 ,H    ,H    ,H    ,09/02/21,    0 ,PREG    ,04/06/23,ARVKDD     ,   9 ,09/11/21,                ,                ,,
      8743 ,H    ,J    ,H    ,09/02/21,    0 ,PREG    ,03/30/23,ARVKDD     ,   9 ,09/11/21,                ,                ,,
      8744 ,H    ,H    ,H    ,09/03/21,    0 , SLD/DIE,00000000 ,ARVKDD     ,   8 ,09/11/21,                ,                ,,
      8745 ,H    ,H    ,H    ,09/04/21,    0 ,PREG    ,03/30/23,ARVKDD     ,   7 ,09/11/21,                ,                ,,
      8746 ,H    ,J    ,H    ,09/05/21,    0 ,PREG    ,04/06/23,ARVKDD     ,   6 ,09/11/21,                ,                ,,
      8747 ,H    ,H    ,H    ,09/05/21,    0 ,PREG    ,04/06/23,ARVKDD     ,   6 ,09/11/21,                ,                ,,
      8748 ,H    ,J    ,H    ,09/05/21,    0 ,PREG    ,03/30/23,ARVKDD     ,   6 ,09/11/21,                ,                ,,
      8749 ,HJ   ,J    ,H    ,09/06/21,    0 ,PREG    ,05/25/23,ARVKDD     ,   5 ,09/11/21,                ,                ,,
      8750 ,H    ,H    ,H    ,09/06/21,    0 ,PREG    ,03/30/23,ARVKDD     ,   5 ,09/11/21,                ,                ,,
      8751 ,H    ,H    ,H    ,09/06/21,    0 ,PREG    ,04/13/23,ARVKDD     ,   5 ,09/11/21,                ,                ,,
      8752 ,H    ,H    ,H    ,09/07/21,    0 ,PREG    ,04/06/23,ARVKDD     ,   4 ,09/11/21,                ,                ,,
      8753 ,H    ,H    ,H    ,09/07/21,    0 ,PREG    ,04/06/23,ARVKDD     ,   4 ,09/11/21,                ,                ,,
      8754 ,H    ,H    ,H    ,09/07/21,    0 ,PREG    ,04/06/23,ARVKDD     ,   4 ,09/11/21,                ,                ,,
      8755 ,H    ,J    ,H    ,09/07/21,    0 ,PREG    ,04/06/23,ARVKDD     ,   4 ,09/11/21,                ,                ,,
      8756 ,H    ,H    ,H    ,09/08/21,    0 ,PREG    ,03/30/23,ARVKDD     ,   3 ,09/11/21,                ,                ,,
      8758 ,H    ,H    ,H    ,09/08/21,    0 ,PREG    ,04/13/23,ARVKDD     ,   3 ,09/11/21,                ,                ,,
      8759 ,H    ,H    ,H    ,09/09/21,    0 , SLD/DIE,04/13/23,ARVKDD     ,   2 ,09/11/21,                ,                ,,
      8760 ,J    ,H    ,J    ,09/09/21,    0 ,PREG    ,05/25/23,ARVKDD     ,   2 ,09/11/21,                ,                ,,
      8761 ,H    ,H    ,H    ,09/09/21,    0 , SLD/DIE,00000000 ,ARVKDD     ,   2 ,09/11/21,                ,                ,,
      8762 ,H    ,     ,H    ,09/09/21,    0 ,PREG    ,05/04/23,ARVKDD     ,   2 ,09/11/21,                ,                ,,
      8763 ,H    ,H    ,H    ,09/10/21,    0 ,PREG    ,03/30/23,ARVKDD     ,   8 ,09/18/21,                ,                ,,
      8764 ,H    ,     ,H    ,09/10/21,    0 ,PREG    ,04/13/23,ARVKDD     ,   8 ,09/18/21,                ,                ,,
      8765 ,H    ,H    ,H    ,09/10/21,    0 ,PREG    ,04/13/23,ARVKDD     ,   8 ,09/18/21,                ,                ,,
      8766 ,H    ,J    ,H    ,09/11/21,    0 ,PREG    ,04/13/23,ARVKDD     ,   7 ,09/18/21,                ,                ,,
      8767 ,H    ,J    ,H    ,09/12/21,    0 ,PREG    ,04/13/23,ARVKDD     ,   6 ,09/18/21,                ,                ,,
      8768 ,H    ,H    ,H    ,09/13/21,    0 ,PREG    ,04/13/23,ARVKDD     ,   5 ,09/18/21,                ,                ,,
      8769 ,H    ,H    ,H    ,09/13/21,    0 ,PREG    ,03/02/23,ARVKDD     ,   5 ,09/18/21,                ,                ,,
      8770 ,H    ,H    ,H    ,09/13/21,    0 ,PREG    ,04/06/23,ARVKDD     ,   5 ,09/18/21,                ,                ,,
      8771 ,H    ,J    ,H    ,09/13/21,    0 ,PREG    ,04/06/23,ARVKDD     ,   5 ,09/18/21,                ,                ,,
      8772 ,H    ,J    ,H    ,09/14/21,    0 ,PREG    ,04/06/23,ARVKDD     ,   4 ,09/18/21,                ,                ,,
      8773 ,H    ,H    ,H    ,09/14/21,    0 ,PREG    ,04/06/23,ARVKDD     ,   4 ,09/18/21,                ,                ,,
      8774 ,H    ,LM   ,H    ,09/14/21,    0 ,PREG    ,04/27/23,ARVKDD     ,   4 ,09/18/21,                ,                ,,
      8775 ,H    ,H    ,H    ,09/14/21,    0 ,PREG    ,05/04/23,ARVKDD     ,   4 ,09/18/21,                ,                ,,
      8776 ,H    ,H    ,H    ,09/15/21,    0 , SLD/DIE,00000000 ,ARVKDD     ,   3 ,09/18/21,                ,                ,,
      8777 ,H    ,H    ,H    ,09/15/21,    0 ,PREG    ,05/02/23,ARVKDD     ,   3 ,09/18/21,                ,                ,,
      8778 ,H    ,H    ,H    ,09/15/21,    0 ,PREG    ,05/04/23,ARVKDD     ,   3 ,09/18/21,                ,                ,,
      8779 ,H    ,LM   ,H    ,09/16/21,    0 ,PREG    ,04/13/23,ARVKDD     ,   2 ,09/18/21,                ,                ,,
      8780 ,H    ,     ,H    ,09/16/21,    0 ,PREG    ,05/02/23,ARVKDD     ,   2 ,09/18/21,                ,                ,,
      8781 ,H    ,H    ,H    ,09/16/21,    0 , SLD/DIE,00000000 ,ARVKDD     ,  86 ,12/11/21,                ,                ,,
      8782 ,H    ,     ,H    ,09/17/21,    0 ,PREG    ,04/06/23,ARVKDD     ,  11 ,09/28/21,                ,                ,,
      8783 ,H    ,J    ,H    ,09/17/21,    0 , SLD/DIE,00000000 ,ARVKDD     ,  11 ,09/28/21,                ,                ,,
      8784 ,H    ,J    ,H    ,09/18/21,    0 ,PREG    ,05/02/23,ARVKDD     ,  10 ,09/28/21,                ,                ,,
      8785 ,H    ,H    ,H    ,09/18/21,    0 ,PREG    ,05/25/23,ARVKDD     ,  10 ,09/28/21,                ,                ,,
      8786 ,H    ,     ,H    ,09/19/21,    0 ,DRY     ,04/06/23,ARVKDD     ,   9 ,09/28/21,                ,                ,,
      8787 ,H    ,H    ,H    ,09/19/21,    0 , SLD/DIE,00000000 ,ARVKDD     ,  51 ,11/09/21,                ,                ,,
      8789 ,H    ,H    ,H    ,09/20/21,    0 ,PREG    ,05/04/23,ARVKDD     ,   8 ,09/28/21,                ,                ,,
      8790 ,H    ,H    ,H    ,09/20/21,    0 ,PREG    ,04/06/23,ARVKDD     ,   8 ,09/28/21,                ,                ,,
      8791 ,H    ,     ,H    ,09/21/21,    0 , SLD/DIE,00000000 ,ARVKDD     ,   7 ,09/28/21,                ,                ,,
      8792 ,H    ,J    ,H    ,09/20/21,    0 ,PREG    ,04/27/23,ARVKDD     ,   8 ,09/28/21,                ,                ,,
      8793 ,H    ,H    ,H    ,09/21/21,    0 ,PREG    ,05/18/23,ARVKDD     ,   7 ,09/28/21,                ,                ,,
      8794 ,H    ,H    ,H    ,09/22/21,    0 ,PREG    ,05/02/23,ARVKDD     ,   6 ,09/28/21,                ,                ,,
      8795 ,H    ,J    ,H    ,09/22/21,    0 ,PREG    ,04/13/23,ARVKDD     ,   6 ,09/28/21,                ,                ,,
      8796 ,H    ,H    ,H    ,09/23/21,    0 ,PREG    ,06/01/23,ARVKDD     ,   5 ,09/28/21,                ,                ,,
      8797 ,H    ,H    ,H    ,09/23/21,    0 ,PREG    ,04/13/23,ARVKDD     ,   5 ,09/28/21,                ,                ,,
      8798 ,H    ,J    ,H    ,09/23/21,    0 ,PREG    ,04/13/23,ARVKDD     ,   5 ,09/28/21,                ,                ,,
      8799 ,H    ,H    ,H    ,09/23/21,    0 ,PREG    ,04/13/23,ARVKDD     ,   5 ,09/28/21,                ,                ,,
      8800 ,H    ,J    ,H    ,09/23/21,    0 ,PREG    ,04/27/23,ARVKDD     ,   5 ,09/28/21,                ,                ,,
      8801 ,H    ,H    ,H    ,09/23/21,    0 , SLD/DIE,00000000 ,ARVKDD     ,  47 ,11/09/21,                ,                ,,
      8802 ,H    ,H    ,H    ,09/24/21,    0 ,PREG    ,04/06/23,ARVKDD     ,   4 ,09/28/21,                ,                ,,
      8803 ,HJ   ,J    ,H    ,09/24/21,    0 ,PREG    ,05/18/23,ARVKDD     ,   4 ,09/28/21,                ,                ,,
      8804 ,HJ   ,J    ,H    ,09/25/21,    0 ,PREG    ,05/04/23,ARVKDD     ,   3 ,09/28/21,                ,                ,,
      8805 ,H    ,H    ,H    ,09/25/21,    0 ,PREG    ,04/06/23,ARVKDD     ,   3 ,09/28/21,                ,                ,,
      8806 ,H    ,H    ,H    ,09/25/21,    0 ,PREG    ,04/27/23,ARVKDD     ,   3 ,09/28/21,                ,                ,,
      8807 ,H    ,J    ,H    ,09/26/21,    0 ,PREG    ,04/13/23,ARVKDD     ,   2 ,09/28/21,                ,                ,,
      8808 ,H    ,J    ,H    ,09/26/21,    0 ,PREG    ,04/13/23,ARVKDD     ,   2 ,09/28/21,                ,                ,,
      8809 ,H    ,LM   ,H    ,09/26/21,    0 ,PREG    ,05/02/23,ARVKDD     ,   2 ,09/28/21,                ,                ,,
      8810 ,H    ,J    ,H    ,09/26/21,    0 ,PREG    ,04/06/23,ARVKDD     ,  20 ,10/16/21,                ,                ,,
      8811 ,H    ,J    ,H    ,09/27/21,    0 ,PREG    ,04/06/23,ARVKDD     ,  19 ,10/16/21,                ,                ,,
      8812 ,H    ,J    ,H    ,09/27/21,    0 ,PREG    ,04/13/23,ARVKDD     ,  19 ,10/16/21,                ,                ,,
      8813 ,H    ,J    ,H    ,09/28/21,    0 ,PREG    ,04/13/23,ARVKDD     ,  18 ,10/16/21,                ,                ,,
      8814 ,H    ,H    ,H    ,09/28/21,    0 ,PREG    ,05/02/23,ARVKDD     ,  18 ,10/16/21,                ,                ,,
      8815 ,H    ,H    ,H    ,09/28/21,    0 ,PREG    ,04/06/23,ARVKDD     ,  18 ,10/16/21,                ,                ,,
      8816 ,H    ,H    ,H    ,09/29/21,    0 ,PREG    ,05/18/23,ARVKDD     ,  17 ,10/16/21,                ,                ,,
      8817 ,H    ,H    ,H    ,09/29/21,    0 ,PREG    ,04/13/23,ARVKDD     ,  17 ,10/16/21,                ,                ,,
      8818 ,H    ,H    ,H    ,09/29/21,    0 , SLD/DIE,00000000 ,ARVKDD     ,  17 ,10/16/21,                ,                ,,
      8820 ,H    ,J    ,H    ,09/30/21,    0 ,PREG    ,04/13/23,ARVKDD     ,  16 ,10/16/21,                ,                ,,
      8821 ,H    ,H    ,H    ,09/30/21,    0 ,PREG    ,05/04/23,ARVKDD     ,  16 ,10/16/21,                ,                ,,
      8822 ,H    ,H    ,H    ,09/30/21,    0 ,PREG    ,04/13/23,ARVKDD     ,  16 ,10/16/21,                ,                ,,
      8823 ,H    ,H    ,H    ,09/30/21,    0 ,PREG    ,04/13/23,ARVKDD     ,  16 ,10/16/21,                ,                ,,
      8824 ,H    ,H    ,H    ,09/30/21,    0 ,PREG    ,04/13/23,ARVKDD     ,  40 ,11/09/21,                ,                ,,
      8825 ,H    ,H    ,H    ,09/30/21,    0 , SLD/DIE,04/13/23,ARVKDD     ,  16 ,10/16/21,                ,                ,,
      8826 ,H    ,H    ,H    ,10/01/21,    0 ,PREG    ,05/04/23,ARVKDD     ,  15 ,10/16/21,                ,                ,,
      8827 ,H    ,J    ,H    ,10/01/21,    0 , SLD/DIE,00000000 ,ARVKDD     ,  15 ,10/16/21,                ,                ,,
      8828 ,H    ,H    ,H    ,10/02/21,    0 ,PREG    ,04/06/23,ARVKDD     ,  14 ,10/16/21,                ,                ,,
      8829 ,H    ,H    ,H    ,10/03/21,    0 ,PREG    ,05/25/23,ARVKDD     ,  37 ,11/09/21,                ,                ,,
      8830 ,H    ,H    ,H    ,10/05/21,    0 ,PREG    ,04/27/23,ARVKDD     ,  11 ,10/16/21,                ,                ,,
      8831 ,HJ   ,J    ,H    ,10/05/21,    0 ,PREG    ,05/04/23,ARVKDD     ,  11 ,10/16/21,                ,                ,,
      8832 ,H    ,H    ,H    ,10/06/21,    0 ,PREG    ,05/04/23,ARVKDD     ,  10 ,10/16/21,                ,                ,,
      8833 ,H    ,J    ,H    ,10/06/21,    0 ,PREG    ,04/27/23,ARVKDD     ,  10 ,10/16/21,                ,                ,,
      8834 ,H    ,H    ,H    ,10/06/21,    0 ,PREG    ,05/02/23,ARVKDD     ,  10 ,10/16/21,                ,                ,,
      8835 ,H    ,H    ,H    ,10/06/21,    0 ,PREG    ,05/18/23,ARVKDD     ,  10 ,10/16/21,                ,                ,,
      8836 ,H    ,J    ,H    ,10/07/21,    0 ,PREG    ,04/27/23,ARVKDD     ,   9 ,10/16/21,                ,                ,,
      8837 ,H    ,H    ,H    ,10/07/21,    0 ,PREG    ,04/27/23,ARVKDD     ,   9 ,10/16/21,                ,                ,,
      8838 ,H    ,J    ,H    ,10/07/21,    0 ,PREG    ,04/13/23,ARVKDD     ,   9 ,10/16/21,                ,                ,,
      8839 ,H    ,H    ,H    ,10/07/21,    0 ,PREG    ,04/13/23,ARVKDD     ,   9 ,10/16/21,                ,                ,,
      8840 ,HJ   ,J    ,H    ,10/07/21,    0 ,PREG    ,05/04/23,ARVKDD     ,   9 ,10/16/21,                ,                ,,
      8841 ,H    ,LM   ,H    ,10/08/21,    0 ,PREG    ,04/13/23,ARVKDD     ,   8 ,10/16/21,                ,                ,,
      8842 ,H    ,J    ,H    ,10/09/21,    0 ,PREG    ,04/27/23,ARVKDD     ,   7 ,10/16/21,                ,                ,,
      8843 ,H    ,J    ,H    ,10/10/21,    0 , SLD/DIE,00000000 ,ARVKDD     ,   6 ,10/16/21,                ,                ,,
